Track,Test Case,Matcher Name 1,Matcher Name 2,Alpha,p,Significantly Different?
conference,confof-edas,dbpedia_syn,COMBINED_Syn,0.05,6.0,false
conference,conference-ekaw,dbpedia_syn,wikidata_syn,0.05,13.0,false
conference,confof-ekaw,wiktionary_syn,webIsClassic_syn,0.05,0.0,true
conference,confof-sigkdd,babelnet_syn,wikidata_syn,0.05,0.0,true
conference,cmt-sigkdd,babelnet_syn,wiktionary_syn,0.05,0.0,true
conference,cmt-sigkdd,webIsClassic_syn,dbpedia_syn,0.05,0.0,true
conference,cmt-sigkdd,COMBINED_Syn,wikidata_syn,0.05,0.0,true
conference,cmt-confof,webIsClassic_syn,babelnet_syn,0.05,0.0,true
conference,cmt-sigkdd,wikidata_syn,COMBINED_Syn,0.05,0.0,true
anatomy_track,mouse-human-suite,wikidata_syn,babelnet_syn,0.05,9.739714127895427E-4,true
conference,conference-edas,webIsClassic_syn,wordnet_syn,0.05,0.0,true
conference,confof-sigkdd,wiktionary_syn,webIsClassic_syn,0.05,0.0,true
conference,ekaw-iasted,webIsClassic_syn,wordnet_syn,0.05,0.0,true
conference,iasted-sigkdd,wiktionary_syn,wordnet_syn,0.05,0.0,true
conference,confof-ekaw,COMBINED_Syn,babelnet_syn,0.05,0.0,true
conference,cmt-ekaw,wordnet_syn,wordnet_syn,0.05,1.0,false
conference,cmt-edas,wordnet_syn,babelnet_syn,0.05,1.0,false
conference,confof-iasted,wiktionary_syn,dbpedia_syn,0.05,6.0,false
conference,edas-sigkdd,babelnet_syn,webIsClassic_syn,0.05,0.0,true
conference,conference-ekaw,wiktionary_syn,COMBINED_Syn,0.05,253.0,false
conference,confof-edas,wiktionary_syn,dbpedia_syn,0.05,0.0,true
conference,cmt-edas,wordnet_syn,wiktionary_syn,0.05,6.0,false
conference,cmt-ekaw,babelnet_syn,dbpedia_syn,0.05,0.0,true
conference,conference-iasted,COMBINED_Syn,COMBINED_Syn,0.05,1.0,false
conference,cmt-sigkdd,wiktionary_syn,dbpedia_syn,0.05,0.0,true
conference,edas-iasted,COMBINED_Syn,dbpedia_syn,0.05,2042.0,false
conference,iasted-sigkdd,wikidata_syn,dbpedia_syn,0.05,1.0,false
conference,conference-confof,babelnet_syn,wordnet_syn,0.05,0.0,true
largebio,small-fma-nci,wiktionary_syn,dbpedia_syn,0.05,2.2008529443340308E-9,true
anatomy_track,mouse-human-suite,wiktionary_syn,COMBINED_Syn,0.05,0.6055766163353464,false
conference,confof-sigkdd,webIsClassic_syn,babelnet_syn,0.05,0.0,true
conference,edas-ekaw,COMBINED_Syn,wikidata_syn,0.05,13.0,false
conference,cmt-conference,babelnet_syn,wordnet_syn,0.05,0.0,true
conference,confof-iasted,COMBINED_Syn,webIsClassic_syn,0.05,253.0,false
conference,conference-ekaw,dbpedia_syn,webIsClassic_syn,0.05,3.0,false
anatomy_track,mouse-human-suite,webIsClassic_syn,wikidata_syn,0.05,0.10957891852396573,false
conference,confof-iasted,wikidata_syn,wiktionary_syn,0.05,28.0,false
conference,cmt-edas,wikidata_syn,COMBINED_Syn,0.05,6.0,false
conference,conference-iasted,COMBINED_Syn,wikidata_syn,0.05,28.0,false
anatomy_track,mouse-human-suite,COMBINED_Syn,COMBINED_Syn,0.05,1.0,false
conference,ekaw-iasted,babelnet_syn,wikidata_syn,0.05,126.0,false
conference,conference-edas,COMBINED_Syn,babelnet_syn,0.05,28.0,false
conference,cmt-conference,dbpedia_syn,wiktionary_syn,0.05,0.0,true
conference,conference-sigkdd,wiktionary_syn,COMBINED_Syn,0.05,0.0,true
conference,edas-sigkdd,wiktionary_syn,COMBINED_Syn,0.05,0.0,true
conference,ekaw-sigkdd,babelnet_syn,webIsClassic_syn,0.05,0.0,true
conference,confof-sigkdd,babelnet_syn,wordnet_syn,0.05,0.0,true
conference,conference-edas,babelnet_syn,wikidata_syn,0.05,63.0,false
conference,confof-edas,webIsClassic_syn,dbpedia_syn,0.05,0.0,true
conference,edas-iasted,wikidata_syn,babelnet_syn,0.05,28.0,false
conference,edas-sigkdd,COMBINED_Syn,COMBINED_Syn,0.05,1.0,false
conference,conference-sigkdd,webIsClassic_syn,webIsClassic_syn,0.05,1.0,false
conference,confof-ekaw,wordnet_syn,wikidata_syn,0.05,0.0,true
conference,cmt-sigkdd,wikidata_syn,wiktionary_syn,0.05,0.0,true
conference,conference-ekaw,dbpedia_syn,COMBINED_Syn,0.05,63.0,false
conference,cmt-confof,webIsClassic_syn,wikidata_syn,0.05,0.0,true
conference,conference-sigkdd,babelnet_syn,wordnet_syn,0.05,0.0,true
conference,iasted-sigkdd,COMBINED_Syn,wikidata_syn,0.05,6.0,false
conference,conference-sigkdd,dbpedia_syn,COMBINED_Syn,0.05,0.0,true
conference,confof-sigkdd,dbpedia_syn,webIsClassic_syn,0.05,1.0,false
conference,cmt-edas,wiktionary_syn,COMBINED_Syn,0.05,0.0,true
conference,confof-iasted,babelnet_syn,COMBINED_Syn,0.05,63.0,false
largebio,small-fma-nci,dbpedia_syn,wordnet_syn,0.05,0.1289951067034799,false
conference,cmt-conference,wiktionary_syn,wordnet_syn,0.05,0.0,true
conference,edas-iasted,wikidata_syn,wordnet_syn,0.05,6.0,false
conference,cmt-iasted,wikidata_syn,wiktionary_syn,0.05,0.0,true
largebio,small-fma-nci,dbpedia_syn,wiktionary_syn,0.05,2.2008529443340308E-9,true
anatomy_track,mouse-human-suite,wordnet_syn,wordnet_syn,0.05,1.0,false
conference,cmt-edas,webIsClassic_syn,COMBINED_Syn,0.05,6.0,false
conference,edas-iasted,webIsClassic_syn,webIsClassic_syn,0.05,1.0,false
conference,cmt-ekaw,wikidata_syn,COMBINED_Syn,0.05,0.0,true
conference,conference-sigkdd,dbpedia_syn,wordnet_syn,0.05,1.0,false
conference,conference-sigkdd,wikidata_syn,wiktionary_syn,0.05,1.0,false
conference,conference-sigkdd,babelnet_syn,dbpedia_syn,0.05,0.0,true
conference,ekaw-sigkdd,wordnet_syn,COMBINED_Syn,0.05,6.0,false
conference,confof-sigkdd,dbpedia_syn,dbpedia_syn,0.05,1.0,false
conference,edas-ekaw,dbpedia_syn,wordnet_syn,0.05,0.0,true
conference,ekaw-iasted,wordnet_syn,COMBINED_Syn,0.05,4090.0,false
conference,cmt-sigkdd,webIsClassic_syn,wordnet_syn,0.05,0.0,true
conference,edas-ekaw,COMBINED_Syn,dbpedia_syn,0.05,1021.0,false
conference,confof-sigkdd,wiktionary_syn,wordnet_syn,0.05,0.0,true
conference,cmt-ekaw,COMBINED_Syn,wikidata_syn,0.05,0.0,true
largebio,small-fma-nci,dbpedia_syn,dbpedia_syn,0.05,1.0,false
conference,conference-confof,wikidata_syn,wiktionary_syn,0.05,3.0,false
conference,conference-confof,COMBINED_Syn,dbpedia_syn,0.05,63.0,false
conference,edas-iasted,babelnet_syn,wiktionary_syn,0.05,13.0,false
conference,conference-confof,COMBINED_Syn,wiktionary_syn,0.05,28.0,false
conference,edas-ekaw,webIsClassic_syn,babelnet_syn,0.05,13.0,false
conference,conference-ekaw,COMBINED_Syn,COMBINED_Syn,0.05,1.0,false
conference,ekaw-sigkdd,dbpedia_syn,wikidata_syn,0.05,0.0,true
conference,conference-iasted,babelnet_syn,webIsClassic_syn,0.05,6.0,false
conference,conference-confof,wiktionary_syn,wikidata_syn,0.05,3.0,false
conference,cmt-ekaw,wordnet_syn,wikidata_syn,0.05,0.0,true
conference,confof-sigkdd,babelnet_syn,dbpedia_syn,0.05,0.0,true
conference,cmt-edas,COMBINED_Syn,wordnet_syn,0.05,0.0,true
conference,ekaw-iasted,COMBINED_Syn,COMBINED_Syn,0.05,1.0,false
conference,cmt-ekaw,babelnet_syn,babelnet_syn,0.05,1.0,false
conference,iasted-sigkdd,wikidata_syn,COMBINED_Syn,0.05,6.0,false
conference,cmt-confof,wiktionary_syn,babelnet_syn,0.05,6.0,false
conference,confof-sigkdd,wordnet_syn,wordnet_syn,0.05,1.0,false
conference,confof-edas,wordnet_syn,babelnet_syn,0.05,0.0,true
conference,cmt-confof,wiktionary_syn,webIsClassic_syn,0.05,13.0,false
conference,conference-confof,babelnet_syn,wikidata_syn,0.05,3.0,false
conference,conference-ekaw,webIsClassic_syn,wiktionary_syn,0.05,0.0,true
conference,conference-edas,wiktionary_syn,dbpedia_syn,0.05,0.0,true
conference,confof-ekaw,wiktionary_syn,babelnet_syn,0.05,0.0,true
conference,confof-iasted,wordnet_syn,wikidata_syn,0.05,6.0,false
conference,conference-sigkdd,babelnet_syn,wiktionary_syn,0.05,0.0,true
conference,ekaw-sigkdd,wordnet_syn,babelnet_syn,0.05,0.0,true
conference,edas-ekaw,webIsClassic_syn,wordnet_syn,0.05,3.0,false
conference,cmt-sigkdd,wordnet_syn,wiktionary_syn,0.05,0.0,true
conference,iasted-sigkdd,dbpedia_syn,webIsClassic_syn,0.05,0.0,true
conference,conference-iasted,wikidata_syn,wikidata_syn,0.05,1.0,false
conference,cmt-confof,wordnet_syn,wiktionary_syn,0.05,6.0,false
conference,cmt-confof,dbpedia_syn,wiktionary_syn,0.05,6.0,false
conference,confof-sigkdd,wordnet_syn,wikidata_syn,0.05,0.0,true
conference,conference-sigkdd,babelnet_syn,COMBINED_Syn,0.05,1.0,false
conference,cmt-confof,dbpedia_syn,babelnet_syn,0.05,1.0,false
conference,cmt-edas,babelnet_syn,wordnet_syn,0.05,1.0,false
conference,ekaw-iasted,babelnet_syn,COMBINED_Syn,0.05,506.0,false
conference,conference-iasted,wikidata_syn,dbpedia_syn,0.05,0.0,true
conference,conference-edas,wikidata_syn,wordnet_syn,0.05,13.0,false
conference,cmt-iasted,webIsClassic_syn,babelnet_syn,0.05,0.0,true
conference,ekaw-sigkdd,webIsClassic_syn,wordnet_syn,0.05,1.0,false
conference,conference-iasted,wiktionary_syn,wikidata_syn,0.05,3.0,false
conference,cmt-iasted,dbpedia_syn,COMBINED_Syn,0.05,6.0,false
anatomy_track,mouse-human-suite,wiktionary_syn,wiktionary_syn,0.05,1.0,false
conference,confof-iasted,COMBINED_Syn,babelnet_syn,0.05,63.0,false
conference,edas-ekaw,wiktionary_syn,wordnet_syn,0.05,0.0,true
conference,edas-iasted,wikidata_syn,wiktionary_syn,0.05,28.0,false
conference,edas-sigkdd,wordnet_syn,webIsClassic_syn,0.05,0.0,true
conference,edas-iasted,wiktionary_syn,wordnet_syn,0.05,3.0,false
largebio,small-fma-nci,webIsClassic_syn,webIsClassic_syn,0.05,1.0,false
conference,cmt-ekaw,wikidata_syn,dbpedia_syn,0.05,0.0,true
conference,edas-ekaw,wikidata_syn,COMBINED_Syn,0.05,13.0,false
anatomy_track,mouse-human-suite,babelnet_syn,webIsClassic_syn,0.05,2.9087751429734965E-8,true
conference,cmt-conference,wikidata_syn,babelnet_syn,0.05,0.0,true
conference,conference-edas,wordnet_syn,webIsClassic_syn,0.05,0.0,true
conference,iasted-sigkdd,dbpedia_syn,babelnet_syn,0.05,0.0,true
conference,edas-sigkdd,wordnet_syn,COMBINED_Syn,0.05,0.0,true
conference,ekaw-iasted,wikidata_syn,babelnet_syn,0.05,126.0,false
conference,conference-iasted,dbpedia_syn,wordnet_syn,0.05,0.0,true
conference,conference-iasted,dbpedia_syn,webIsClassic_syn,0.05,0.0,true
conference,conference-confof,wiktionary_syn,dbpedia_syn,0.05,0.0,true
conference,cmt-conference,babelnet_syn,wiktionary_syn,0.05,13.0,false
conference,cmt-confof,babelnet_syn,COMBINED_Syn,0.05,13.0,false
conference,ekaw-sigkdd,dbpedia_syn,COMBINED_Syn,0.05,6.0,false
conference,cmt-iasted,wiktionary_syn,COMBINED_Syn,0.05,0.0,true
largebio,small-fma-nci,wordnet_syn,wordnet_syn,0.05,1.0,false
conference,cmt-ekaw,dbpedia_syn,dbpedia_syn,0.05,1.0,false
conference,cmt-iasted,COMBINED_Syn,dbpedia_syn,0.05,6.0,false
conference,confof-sigkdd,COMBINED_Syn,COMBINED_Syn,0.05,1.0,false
conference,conference-confof,babelnet_syn,wiktionary_syn,0.05,0.0,true
conference,cmt-conference,wordnet_syn,webIsClassic_syn,0.05,0.0,true
conference,cmt-edas,webIsClassic_syn,babelnet_syn,0.05,0.0,true
conference,ekaw-iasted,webIsClassic_syn,webIsClassic_syn,0.05,1.0,false
conference,cmt-sigkdd,wiktionary_syn,babelnet_syn,0.05,0.0,true
conference,edas-iasted,wiktionary_syn,webIsClassic_syn,0.05,6.0,false
conference,edas-sigkdd,webIsClassic_syn,wordnet_syn,0.05,0.0,true
conference,confof-sigkdd,wiktionary_syn,wiktionary_syn,0.05,1.0,false
conference,edas-iasted,wordnet_syn,dbpedia_syn,0.05,0.0,true
conference,confof-ekaw,webIsClassic_syn,wiktionary_syn,0.05,0.0,true
conference,confof-iasted,babelnet_syn,wiktionary_syn,0.05,13.0,false
conference,edas-iasted,babelnet_syn,wordnet_syn,0.05,0.0,true
conference,confof-sigkdd,babelnet_syn,babelnet_syn,0.05,1.0,false
conference,cmt-confof,COMBINED_Syn,wikidata_syn,0.05,13.0,false
conference,confof-iasted,wordnet_syn,webIsClassic_syn,0.05,3.0,false
conference,conference-confof,wiktionary_syn,webIsClassic_syn,0.05,0.0,true
conference,confof-edas,wordnet_syn,dbpedia_syn,0.05,0.0,true
conference,cmt-confof,wordnet_syn,babelnet_syn,0.05,1.0,false
conference,ekaw-sigkdd,dbpedia_syn,webIsClassic_syn,0.05,1.0,false
conference,conference-sigkdd,dbpedia_syn,babelnet_syn,0.05,0.0,true
anatomy_track,mouse-human-suite,wordnet_syn,wikidata_syn,0.05,0.3365147291081185,false
conference,cmt-iasted,COMBINED_Syn,wiktionary_syn,0.05,0.0,true
conference,confof-iasted,wikidata_syn,COMBINED_Syn,0.05,28.0,false
conference,cmt-sigkdd,dbpedia_syn,wiktionary_syn,0.05,0.0,true
conference,cmt-confof,wordnet_syn,COMBINED_Syn,0.05,13.0,false
conference,cmt-confof,COMBINED_Syn,babelnet_syn,0.05,13.0,false
conference,conference-confof,babelnet_syn,webIsClassic_syn,0.05,0.0,true
conference,iasted-sigkdd,wikidata_syn,webIsClassic_syn,0.05,0.0,true
conference,confof-ekaw,wiktionary_syn,wikidata_syn,0.05,0.0,true
conference,cmt-edas,dbpedia_syn,webIsClassic_syn,0.05,1.0,false
conference,edas-iasted,wordnet_syn,webIsClassic_syn,0.05,6.0,false
conference,conference-edas,COMBINED_Syn,wikidata_syn,0.05,6.0,false
largebio,small-fma-nci,wiktionary_syn,webIsClassic_syn,0.05,2.4175638813073164E-7,true
conference,conference-sigkdd,dbpedia_syn,wikidata_syn,0.05,1.0,false
conference,conference-confof,wiktionary_syn,wiktionary_syn,0.05,1.0,false
conference,confof-iasted,COMBINED_Syn,wikidata_syn,0.05,28.0,false
conference,ekaw-iasted,wordnet_syn,wiktionary_syn,0.05,3.0,false
conference,conference-iasted,dbpedia_syn,wiktionary_syn,0.05,0.0,true
conference,cmt-confof,wiktionary_syn,wiktionary_syn,0.05,1.0,false
conference,confof-ekaw,dbpedia_syn,babelnet_syn,0.05,0.0,true
conference,cmt-conference,babelnet_syn,babelnet_syn,0.05,1.0,false
conference,ekaw-iasted,wiktionary_syn,dbpedia_syn,0.05,3.0,false
conference,cmt-iasted,wordnet_syn,wordnet_syn,0.05,1.0,false
conference,edas-sigkdd,babelnet_syn,babelnet_syn,0.05,1.0,false
conference,confof-edas,babelnet_syn,wikidata_syn,0.05,1.0,false
conference,ekaw-sigkdd,COMBINED_Syn,wordnet_syn,0.05,6.0,false
conference,conference-confof,dbpedia_syn,wordnet_syn,0.05,0.0,true
conference,conference-iasted,COMBINED_Syn,babelnet_syn,0.05,13.0,false
conference,edas-iasted,wikidata_syn,COMBINED_Syn,0.05,63.0,false
conference,confof-edas,webIsClassic_syn,wiktionary_syn,0.05,6.0,false
conference,confof-sigkdd,wordnet_syn,wiktionary_syn,0.05,0.0,true
conference,cmt-conference,dbpedia_syn,wikidata_syn,0.05,0.0,true
conference,confof-ekaw,babelnet_syn,wikidata_syn,0.05,0.0,true
conference,edas-sigkdd,dbpedia_syn,webIsClassic_syn,0.05,0.0,true
conference,confof-sigkdd,webIsClassic_syn,dbpedia_syn,0.05,1.0,false
conference,confof-edas,dbpedia_syn,wiktionary_syn,0.05,0.0,true
conference,cmt-edas,wiktionary_syn,webIsClassic_syn,0.05,0.0,true
conference,ekaw-sigkdd,dbpedia_syn,babelnet_syn,0.05,0.0,true
conference,cmt-edas,dbpedia_syn,wordnet_syn,0.05,0.0,true
conference,cmt-conference,COMBINED_Syn,wiktionary_syn,0.05,6.0,false
conference,ekaw-iasted,COMBINED_Syn,dbpedia_syn,0.05,4090.0,false
conference,conference-ekaw,webIsClassic_syn,wikidata_syn,0.05,63.0,false
conference,edas-sigkdd,dbpedia_syn,dbpedia_syn,0.05,1.0,false
conference,conference-ekaw,COMBINED_Syn,dbpedia_syn,0.05,63.0,false
conference,ekaw-iasted,wiktionary_syn,wordnet_syn,0.05,3.0,false
conference,cmt-sigkdd,dbpedia_syn,dbpedia_syn,0.05,1.0,false
conference,cmt-conference,wordnet_syn,wikidata_syn,0.05,0.0,true
conference,cmt-ekaw,wikidata_syn,wiktionary_syn,0.05,6.0,false
conference,conference-edas,dbpedia_syn,wiktionary_syn,0.05,0.0,true
conference,cmt-confof,webIsClassic_syn,wiktionary_syn,0.05,13.0,false
conference,conference-confof,wikidata_syn,COMBINED_Syn,0.05,6.0,false
conference,confof-edas,babelnet_syn,wiktionary_syn,0.05,0.0,true
conference,ekaw-sigkdd,wiktionary_syn,webIsClassic_syn,0.05,0.0,true
conference,cmt-iasted,dbpedia_syn,wordnet_syn,0.05,1.0,false
conference,cmt-edas,COMBINED_Syn,babelnet_syn,0.05,0.0,true
conference,confof-ekaw,babelnet_syn,wordnet_syn,0.05,1.0,false
conference,conference-confof,COMBINED_Syn,wordnet_syn,0.05,28.0,false
conference,conference-confof,dbpedia_syn,dbpedia_syn,0.05,1.0,false
conference,confof-edas,COMBINED_Syn,wordnet_syn,0.05,3.0,false
conference,ekaw-sigkdd,wikidata_syn,wiktionary_syn,0.05,0.0,true
conference,cmt-edas,wiktionary_syn,babelnet_syn,0.05,6.0,false
conference,conference-confof,wordnet_syn,babelnet_syn,0.05,0.0,true
conference,cmt-iasted,babelnet_syn,COMBINED_Syn,0.05,3.0,false
conference,ekaw-sigkdd,wordnet_syn,wiktionary_syn,0.05,0.0,true
conference,edas-sigkdd,wikidata_syn,wikidata_syn,0.05,1.0,false
conference,conference-confof,dbpedia_syn,webIsClassic_syn,0.05,0.0,true
conference,cmt-confof,dbpedia_syn,wikidata_syn,0.05,1.0,false
conference,cmt-ekaw,webIsClassic_syn,COMBINED_Syn,0.05,13.0,false
conference,confof-sigkdd,wordnet_syn,webIsClassic_syn,0.05,0.0,true
conference,confof-edas,webIsClassic_syn,webIsClassic_syn,0.05,1.0,false
conference,confof-ekaw,COMBINED_Syn,dbpedia_syn,0.05,3.0,false
conference,cmt-conference,wiktionary_syn,dbpedia_syn,0.05,0.0,true
conference,cmt-edas,dbpedia_syn,wiktionary_syn,0.05,0.0,true
conference,confof-sigkdd,dbpedia_syn,wiktionary_syn,0.05,0.0,true
conference,edas-sigkdd,webIsClassic_syn,wiktionary_syn,0.05,0.0,true
conference,confof-sigkdd,dbpedia_syn,wikidata_syn,0.05,0.0,true
conference,conference-ekaw,dbpedia_syn,wiktionary_syn,0.05,0.0,true
conference,conference-ekaw,wikidata_syn,wikidata_syn,0.05,1.0,false
conference,edas-iasted,wikidata_syn,webIsClassic_syn,0.05,63.0,false
conference,confof-ekaw,wikidata_syn,webIsClassic_syn,0.05,3.0,false
conference,edas-sigkdd,babelnet_syn,wiktionary_syn,0.05,1.0,false
largebio,small-fma-nci,wikidata_syn,COMBINED_Syn,0.05,3.219646771412954E-15,true
conference,cmt-conference,wikidata_syn,webIsClassic_syn,0.05,0.0,true
conference,conference-iasted,babelnet_syn,COMBINED_Syn,0.05,13.0,false
conference,conference-sigkdd,webIsClassic_syn,wikidata_syn,0.05,1.0,false
conference,conference-iasted,wordnet_syn,babelnet_syn,0.05,0.0,true
largebio,small-fma-nci,babelnet_syn,COMBINED_Syn,0.05,5.3159825859738774E-5,true
conference,conference-ekaw,webIsClassic_syn,dbpedia_syn,0.05,3.0,false
largebio,small-fma-nci,wiktionary_syn,COMBINED_Syn,0.05,4.107825191113079E-15,true
conference,edas-ekaw,wordnet_syn,babelnet_syn,0.05,0.0,true
conference,edas-ekaw,dbpedia_syn,wiktionary_syn,0.05,0.0,true
conference,conference-confof,webIsClassic_syn,wordnet_syn,0.05,0.0,true
conference,conference-sigkdd,COMBINED_Syn,wordnet_syn,0.05,0.0,true
conference,cmt-sigkdd,webIsClassic_syn,babelnet_syn,0.05,0.0,true
conference,conference-confof,COMBINED_Syn,babelnet_syn,0.05,28.0,false
conference,confof-iasted,wordnet_syn,COMBINED_Syn,0.05,253.0,false
conference,conference-confof,webIsClassic_syn,wikidata_syn,0.05,6.0,false
conference,edas-sigkdd,babelnet_syn,wordnet_syn,0.05,0.0,true
conference,confof-iasted,COMBINED_Syn,COMBINED_Syn,0.05,1.0,false
conference,conference-iasted,wiktionary_syn,webIsClassic_syn,0.05,3.0,false
conference,cmt-iasted,babelnet_syn,wiktionary_syn,0.05,0.0,true
conference,cmt-sigkdd,babelnet_syn,babelnet_syn,0.05,1.0,false
